state,year,date_code,period,avg_temp_F,source_file,original_file_period_note
Idaho,2000,200005,June-May,44.8,data (13).csv,from NOAA state CSV
Idaho,2001,200105,June-May,43.1,data (13).csv,from NOAA state CSV
Idaho,2002,200205,June-May,43.4,data (13).csv,from NOAA state CSV
Idaho,2003,200305,June-May,44.5,data (13).csv,from NOAA state CSV
Idaho,2004,200405,June-May,45.1,data (13).csv,from NOAA state CSV
Idaho,2005,200505,June-May,44.2,data (13).csv,from NOAA state CSV
Idaho,2006,200605,June-May,43.3,data (13).csv,from NOAA state CSV
Idaho,2007,200705,June-May,44.7,data (13).csv,from NOAA state CSV
Idaho,2008,200805,June-May,42.9,data (13).csv,from NOAA state CSV
Idaho,2009,200905,June-May,43.6,data (13).csv,from NOAA state CSV
Idaho,2010,201005,June-May,42.9,data (13).csv,from NOAA state CSV
Idaho,2011,201105,June-May,42.3,data (13).csv,from NOAA state CSV
Idaho,2012,201205,June-May,44.1,data (13).csv,from NOAA state CSV
Idaho,2013,201305,June-May,44.2,data (13).csv,from NOAA state CSV
Idaho,2014,201405,June-May,44.6,data (13).csv,from NOAA state CSV
Idaho,2015,201505,June-May,46.2,data (13).csv,from NOAA state CSV
Idaho,2016,201605,June-May,45.8,data (13).csv,from NOAA state CSV
Idaho,2017,201705,June-May,43.9,data (13).csv,from NOAA state CSV
Idaho,2018,201805,June-May,45,data (13).csv,from NOAA state CSV
Idaho,2019,201905,June-May,43.5,data (13).csv,from NOAA state CSV
Idaho,2020,202005,June-May,43.5,data (13).csv,from NOAA state CSV
Idaho,2021,202105,June-May,44.2,data (13).csv,from NOAA state CSV
Idaho,2022,202205,June-May,44.6,data (13).csv,from NOAA state CSV
Idaho,2023,202305,June-May,43.4,data (13).csv,from NOAA state CSV
Illinois,1992,199205,June-May,53.5,data (14).csv,from NOAA state CSV
Illinois,1993,199305,June-May,50.3,data (14).csv,from NOAA state CSV
Illinois,1994,199405,June-May,50.7,data (14).csv,from NOAA state CSV
Illinois,1995,199505,June-May,52.6,data (14).csv,from NOAA state CSV
Illinois,1996,199605,June-May,50.8,data (14).csv,from NOAA state CSV
Illinois,1997,199705,June-May,50.4,data (14).csv,from NOAA state CSV
Illinois,1998,199805,June-May,53.4,data (14).csv,from NOAA state CSV
Illinois,1999,199905,June-May,54.1,data (14).csv,from NOAA state CSV
Illinois,2000,200005,June-May,54.2,data (14).csv,from NOAA state CSV
Illinois,2001,200105,June-May,51.3,data (14).csv,from NOAA state CSV
Illinois,2002,200205,June-May,53.6,data (14).csv,from NOAA state CSV
Illinois,2003,200305,June-May,52.1,data (14).csv,from NOAA state CSV
Illinois,2004,200405,June-May,52.9,data (14).csv,from NOAA state CSV
Illinois,2005,200505,June-May,52.6,data (14).csv,from NOAA state CSV
Illinois,2006,200605,June-May,54.5,data (14).csv,from NOAA state CSV
Illinois,2007,200705,June-May,53,data (14).csv,from NOAA state CSV
Illinois,2008,200805,June-May,52.4,data (14).csv,from NOAA state CSV
Illinois,2009,200905,June-May,51.6,data (14).csv,from NOAA state CSV
Illinois,2010,201005,June-May,51.7,data (14).csv,from NOAA state CSV
Illinois,2011,201105,June-May,52.5,data (14).csv,from NOAA state CSV
Illinois,2012,201205,June-May,56.2,data (14).csv,from NOAA state CSV
Illinois,2013,201305,June-May,52.6,data (14).csv,from NOAA state CSV
Illinois,2014,201405,June-May,49.6,data (14).csv,from NOAA state CSV
Illinois,2015,201505,June-May,50.6,data (14).csv,from NOAA state CSV
Illinois,2016,201605,June-May,54.6,data (14).csv,from NOAA state CSV
Illinois,2017,201705,June-May,55.7,data (14).csv,from NOAA state CSV
Illinois,2018,201805,June-May,52.4,data (14).csv,from NOAA state CSV
Illinois,2019,201905,June-May,52.2,data (14).csv,from NOAA state CSV
Illinois,2020,202005,June-May,53,data (14).csv,from NOAA state CSV
Illinois,2021,202105,June-May,52.6,data (14).csv,from NOAA state CSV
Illinois,2022,202205,June-May,53.6,data (14).csv,from NOAA state CSV
Illinois,2023,202305,June-May,53.8,data (14).csv,from NOAA state CSV
Indiana,1992,199205,June-May,53,data (15).csv,from NOAA state CSV
Indiana,1993,199305,June-May,50.2,data (15).csv,from NOAA state CSV
Indiana,1994,199405,June-May,50.3,data (15).csv,from NOAA state CSV
Indiana,1995,199505,June-May,52.5,data (15).csv,from NOAA state CSV
Indiana,1996,199605,June-May,50.4,data (15).csv,from NOAA state CSV
Indiana,1997,199705,June-May,50.4,data (15).csv,from NOAA state CSV
Indiana,1998,199805,June-May,53.1,data (15).csv,from NOAA state CSV
Indiana,1999,199905,June-May,53.5,data (15).csv,from NOAA state CSV
Indiana,2000,200005,June-May,53.7,data (15).csv,from NOAA state CSV
Indiana,2001,200105,June-May,51.1,data (15).csv,from NOAA state CSV
Indiana,2002,200205,June-May,53.3,data (15).csv,from NOAA state CSV
Indiana,2003,200305,June-May,51.8,data (15).csv,from NOAA state CSV
Indiana,2004,200405,June-May,52.3,data (15).csv,from NOAA state CSV
Indiana,2005,200505,June-May,52,data (15).csv,from NOAA state CSV
Indiana,2006,200605,June-May,53.9,data (15).csv,from NOAA state CSV
Indiana,2007,200705,June-May,52.4,data (15).csv,from NOAA state CSV
Indiana,2008,200805,June-May,52.4,data (15).csv,from NOAA state CSV
Indiana,2009,200905,June-May,51.6,data (15).csv,from NOAA state CSV
Indiana,2010,201005,June-May,51.6,data (15).csv,from NOAA state CSV
Indiana,2011,201105,June-May,52.3,data (15).csv,from NOAA state CSV
Indiana,2012,201205,June-May,55.7,data (15).csv,from NOAA state CSV
Indiana,2013,201305,June-May,52.4,data (15).csv,from NOAA state CSV
Indiana,2014,201405,June-May,49.6,data (15).csv,from NOAA state CSV
Indiana,2015,201505,June-May,50.2,data (15).csv,from NOAA state CSV
Indiana,2016,201605,June-May,54.1,data (15).csv,from NOAA state CSV
Indiana,2017,201705,June-May,55.4,data (15).csv,from NOAA state CSV
Indiana,2018,201805,June-May,52.1,data (15).csv,from NOAA state CSV
Indiana,2019,201905,June-May,52.5,data (15).csv,from NOAA state CSV
Indiana,2020,202005,June-May,53.2,data (15).csv,from NOAA state CSV
Indiana,2021,202105,June-May,52.6,data (15).csv,from NOAA state CSV
Indiana,2022,202205,June-May,53.5,data (15).csv,from NOAA state CSV
Indiana,2023,202305,June-May,53.7,data (15).csv,from NOAA state CSV
Iowa,1992,199205,June-May,49.2,data (16).csv,from NOAA state CSV
Iowa,1993,199305,June-May,45.1,data (16).csv,from NOAA state CSV
Iowa,1994,199405,June-May,46,data (16).csv,from NOAA state CSV
Iowa,1995,199505,June-May,48,data (16).csv,from NOAA state CSV
Iowa,1996,199605,June-May,46.3,data (16).csv,from NOAA state CSV
Iowa,1997,199705,June-May,45.5,data (16).csv,from NOAA state CSV
Iowa,1998,199805,June-May,49.6,data (16).csv,from NOAA state CSV
Iowa,1999,199905,June-May,50.2,data (16).csv,from NOAA state CSV
Iowa,2000,200005,June-May,50.7,data (16).csv,from NOAA state CSV
Iowa,2001,200105,June-May,46.4,data (16).csv,from NOAA state CSV
Iowa,2002,200205,June-May,50.1,data (16).csv,from NOAA state CSV
Iowa,2003,200305,June-May,48.2,data (16).csv,from NOAA state CSV
Iowa,2004,200405,June-May,48.8,data (16).csv,from NOAA state CSV
Iowa,2005,200505,June-May,48.9,data (16).csv,from NOAA state CSV
Iowa,2006,200605,June-May,50.5,data (16).csv,from NOAA state CSV
Iowa,2007,200705,June-May,48.9,data (16).csv,from NOAA state CSV
Iowa,2008,200805,June-May,47.2,data (16).csv,from NOAA state CSV
Iowa,2009,200905,June-May,47.1,data (16).csv,from NOAA state CSV
Iowa,2010,201005,June-May,46.8,data (16).csv,from NOAA state CSV
Iowa,2011,201105,June-May,47.8,data (16).csv,from NOAA state CSV
Iowa,2012,201205,June-May,52.2,data (16).csv,from NOAA state CSV
Iowa,2013,201305,June-May,48.1,data (16).csv,from NOAA state CSV
Iowa,2014,201405,June-May,45.5,data (16).csv,from NOAA state CSV
Iowa,2015,201505,June-May,47.1,data (16).csv,from NOAA state CSV
Iowa,2016,201605,June-May,50.6,data (16).csv,from NOAA state CSV
Iowa,2017,201705,June-May,51.2,data (16).csv,from NOAA state CSV
Iowa,2018,201805,June-May,47.8,data (16).csv,from NOAA state CSV
Iowa,2019,201905,June-May,46.8,data (16).csv,from NOAA state CSV
Iowa,2020,202005,June-May,48.6,data (16).csv,from NOAA state CSV
Iowa,2021,202105,June-May,48.7,data (16).csv,from NOAA state CSV
Iowa,2022,202205,June-May,49.3,data (16).csv,from NOAA state CSV
Iowa,2023,202305,June-May,49,data (16).csv,from NOAA state CSV
Kansas,1992,199205,June-May,56.2,data (17).csv,from NOAA state CSV
Kansas,1993,199305,June-May,51.1,data (17).csv,from NOAA state CSV
Kansas,1994,199405,June-May,53.4,data (17).csv,from NOAA state CSV
Kansas,1995,199505,June-May,54.7,data (17).csv,from NOAA state CSV
Kansas,1996,199605,June-May,53.8,data (17).csv,from NOAA state CSV
Kansas,1997,199705,June-May,53.1,data (17).csv,from NOAA state CSV
Kansas,1998,199805,June-May,54.6,data (17).csv,from NOAA state CSV
Kansas,1999,199905,June-May,56.6,data (17).csv,from NOAA state CSV
Kansas,2000,200005,June-May,56.6,data (17).csv,from NOAA state CSV
Kansas,2001,200105,June-May,54.3,data (17).csv,from NOAA state CSV
Kansas,2002,200205,June-May,56,data (17).csv,from NOAA state CSV
Kansas,2003,200305,June-May,55.1,data (17).csv,from NOAA state CSV
Kansas,2004,200405,June-May,55.5,data (17).csv,from NOAA state CSV
Kansas,2005,200505,June-May,55,data (17).csv,from NOAA state CSV
Kansas,2006,200605,June-May,57.1,data (17).csv,from NOAA state CSV
Kansas,2007,200705,June-May,55.2,data (17).csv,from NOAA state CSV
Kansas,2008,200805,June-May,54.5,data (17).csv,from NOAA state CSV
Kansas,2009,200905,June-May,54.5,data (17).csv,from NOAA state CSV
Kansas,2010,201005,June-May,52.8,data (17).csv,from NOAA state CSV
Kansas,2011,201105,June-May,55.1,data (17).csv,from NOAA state CSV
Kansas,2012,201205,June-May,58.3,data (17).csv,from NOAA state CSV
Kansas,2013,201305,June-May,55,data (17).csv,from NOAA state CSV
Kansas,2014,201405,June-May,53.6,data (17).csv,from NOAA state CSV
Kansas,2015,201505,June-May,54.6,data (17).csv,from NOAA state CSV
Kansas,2016,201605,June-May,57.3,data (17).csv,from NOAA state CSV
Kansas,2017,201705,June-May,57.4,data (17).csv,from NOAA state CSV
Kansas,2018,201805,June-May,55.1,data (17).csv,from NOAA state CSV
Kansas,2019,201905,June-May,53.6,data (17).csv,from NOAA state CSV
Kansas,2020,202005,June-May,55.2,data (17).csv,from NOAA state CSV
Kansas,2021,202105,June-May,54.7,data (17).csv,from NOAA state CSV
Kansas,2022,202205,June-May,56.4,data (17).csv,from NOAA state CSV
Kansas,2023,202305,June-May,55.7,data (17).csv,from NOAA state CSV
Kentucky,1992,199205,June-May,56.6,data (18).csv,from NOAA state CSV
Kentucky,1993,199305,June-May,54.3,data (18).csv,from NOAA state CSV
Kentucky,1994,199405,June-May,54.7,data (18).csv,from NOAA state CSV
Kentucky,1995,199505,June-May,56.3,data (18).csv,from NOAA state CSV
Kentucky,1996,199605,June-May,54.5,data (18).csv,from NOAA state CSV
Kentucky,1997,199705,June-May,54.8,data (18).csv,from NOAA state CSV
Kentucky,1998,199805,June-May,56.1,data (18).csv,from NOAA state CSV
Kentucky,1999,199905,June-May,57.5,data (18).csv,from NOAA state CSV
Kentucky,2000,200005,June-May,57.6,data (18).csv,from NOAA state CSV
Kentucky,2001,200105,June-May,55.1,data (18).csv,from NOAA state CSV
Kentucky,2002,200205,June-May,56.8,data (18).csv,from NOAA state CSV
Kentucky,2003,200305,June-May,56,data (18).csv,from NOAA state CSV
Kentucky,2004,200405,June-May,56.2,data (18).csv,from NOAA state CSV
Kentucky,2005,200505,June-May,56.2,data (18).csv,from NOAA state CSV
Kentucky,2006,200605,June-May,57.4,data (18).csv,from NOAA state CSV
Kentucky,2007,200705,June-May,56.3,data (18).csv,from NOAA state CSV
Kentucky,2008,200805,June-May,57,data (18).csv,from NOAA state CSV
Kentucky,2009,200905,June-May,55.7,data (18).csv,from NOAA state CSV
Kentucky,2010,201005,June-May,55.1,data (18).csv,from NOAA state CSV
Kentucky,2011,201105,June-May,56.5,data (18).csv,from NOAA state CSV
Kentucky,2012,201205,June-May,59,data (18).csv,from NOAA state CSV
Kentucky,2013,201305,June-May,55.8,data (18).csv,from NOAA state CSV
Kentucky,2014,201405,June-May,54.4,data (18).csv,from NOAA state CSV
Kentucky,2015,201505,June-May,54.6,data (18).csv,from NOAA state CSV
Kentucky,2016,201605,June-May,57.8,data (18).csv,from NOAA state CSV
Kentucky,2017,201705,June-May,59.5,data (18).csv,from NOAA state CSV
Kentucky,2018,201805,June-May,56.1,data (18).csv,from NOAA state CSV
Kentucky,2019,201905,June-May,57.4,data (18).csv,from NOAA state CSV
Kentucky,2020,202005,June-May,57.4,data (18).csv,from NOAA state CSV
Kentucky,2021,202105,June-May,56.2,data (18).csv,from NOAA state CSV
Kentucky,2022,202205,June-May,57.4,data (18).csv,from NOAA state CSV
Kentucky,2023,202305,June-May,57.6,data (18).csv,from NOAA state CSV
Louisiana,1992,199205,June-May,66.4,data (19).csv,from NOAA state CSV
Louisiana,1993,199305,June-May,65.1,data (19).csv,from NOAA state CSV
Louisiana,1994,199405,June-May,66.2,data (19).csv,from NOAA state CSV
Louisiana,1995,199505,June-May,67.1,data (19).csv,from NOAA state CSV
Louisiana,1996,199605,June-May,66.1,data (19).csv,from NOAA state CSV
Louisiana,1997,199705,June-May,66.5,data (19).csv,from NOAA state CSV
Louisiana,1998,199805,June-May,66.4,data (19).csv,from NOAA state CSV
Louisiana,1999,199905,June-May,69.4,data (19).csv,from NOAA state CSV
Louisiana,2000,200005,June-May,67.9,data (19).csv,from NOAA state CSV
Louisiana,2001,200105,June-May,66.1,data (19).csv,from NOAA state CSV
Louisiana,2002,200205,June-May,66.7,data (19).csv,from NOAA state CSV
Louisiana,2003,200305,June-May,66.3,data (19).csv,from NOAA state CSV
Louisiana,2004,200405,June-May,66.7,data (19).csv,from NOAA state CSV
Louisiana,2005,200505,June-May,67.4,data (19).csv,from NOAA state CSV
Louisiana,2006,200605,June-May,68.2,data (19).csv,from NOAA state CSV
Louisiana,2007,200705,June-May,66.8,data (19).csv,from NOAA state CSV
Louisiana,2008,200805,June-May,67.6,data (19).csv,from NOAA state CSV
Louisiana,2009,200905,June-May,66.8,data (19).csv,from NOAA state CSV
Louisiana,2010,201005,June-May,65.5,data (19).csv,from NOAA state CSV
Louisiana,2011,201105,June-May,67.7,data (19).csv,from NOAA state CSV
Louisiana,2012,201205,June-May,69.3,data (19).csv,from NOAA state CSV
Louisiana,2013,201305,June-May,66.5,data (19).csv,from NOAA state CSV
Louisiana,2014,201405,June-May,65.2,data (19).csv,from NOAA state CSV
Louisiana,2015,201505,June-May,66.2,data (19).csv,from NOAA state CSV
Louisiana,2016,201605,June-May,68.9,data (19).csv,from NOAA state CSV
Louisiana,2017,201705,June-May,70,data (19).csv,from NOAA state CSV
Louisiana,2018,201805,June-May,67.3,data (19).csv,from NOAA state CSV
Louisiana,2019,201905,June-May,67.7,data (19).csv,from NOAA state CSV
Louisiana,2020,202005,June-May,68.4,data (19).csv,from NOAA state CSV
Louisiana,2021,202105,June-May,66.7,data (19).csv,from NOAA state CSV
Louisiana,2022,202205,June-May,67.9,data (19).csv,from NOAA state CSV
Louisiana,2023,202305,June-May,68.6,data (19).csv,from NOAA state CSV
Maine,1992,199205,June-May,40.5,data (51).csv,from NOAA state CSV
Maine,1993,199305,June-May,39.5,data (51).csv,from NOAA state CSV
Maine,1994,199405,June-May,39.3,data (51).csv,from NOAA state CSV
Maine,1995,199505,June-May,41.9,data (51).csv,from NOAA state CSV
Maine,1996,199605,June-May,40.7,data (51).csv,from NOAA state CSV
Maine,1997,199705,June-May,40.5,data (51).csv,from NOAA state CSV
Maine,1998,199805,June-May,42.4,data (51).csv,from NOAA state CSV
Maine,1999,199905,June-May,42.9,data (51).csv,from NOAA state CSV
Maine,2000,200005,June-May,43.1,data (51).csv,from NOAA state CSV
Maine,2001,200105,June-May,40.4,data (51).csv,from NOAA state CSV
Maine,2002,200205,June-May,43.5,data (51).csv,from NOAA state CSV
Maine,2003,200305,June-May,39.5,data (51).csv,from NOAA state CSV
Maine,2004,200405,June-May,41.6,data (51).csv,from NOAA state CSV
Maine,2005,200505,June-May,40.4,data (51).csv,from NOAA state CSV
Maine,2006,200605,June-May,43.6,data (51).csv,from NOAA state CSV
Maine,2007,200705,June-May,42,data (51).csv,from NOAA state CSV
Maine,2008,200805,June-May,41.5,data (51).csv,from NOAA state CSV
Maine,2009,200905,June-May,41.1,data (51).csv,from NOAA state CSV
Maine,2010,201005,June-May,43.6,data (51).csv,from NOAA state CSV
Maine,2011,201105,June-May,42.2,data (51).csv,from NOAA state CSV
Maine,2012,201205,June-May,44.5,data (51).csv,from NOAA state CSV
Maine,2013,201305,June-May,42.8,data (51).csv,from NOAA state CSV
Maine,2014,201405,June-May,40.4,data (51).csv,from NOAA state CSV
Maine,2015,201505,June-May,40.7,data (51).csv,from NOAA state CSV
Maine,2016,201605,June-May,43.7,data (51).csv,from NOAA state CSV
Maine,2017,201705,June-May,42.9,data (51).csv,from NOAA state CSV
Maine,2018,201805,June-May,42.3,data (51).csv,from NOAA state CSV
Maine,2019,201905,June-May,40.6,data (51).csv,from NOAA state CSV
Maine,2020,202005,June-May,42.1,data (51).csv,from NOAA state CSV
Maine,2021,202105,June-May,44,data (51).csv,from NOAA state CSV
Maine,2022,202205,June-May,43.3,data (51).csv,from NOAA state CSV
Maine,2023,202305,June-May,44.3,data (51).csv,from NOAA state CSV
Maryland,1992,199205,June-May,55,data (50).csv,from NOAA state CSV
Maryland,1993,199305,June-May,53.3,data (50).csv,from NOAA state CSV
Maryland,1994,199405,June-May,53.7,data (50).csv,from NOAA state CSV
Maryland,1995,199505,June-May,55.3,data (50).csv,from NOAA state CSV
Maryland,1996,199605,June-May,53.4,data (50).csv,from NOAA state CSV
Maryland,1997,199705,June-May,54.1,data (50).csv,from NOAA state CSV
Maryland,1998,199805,June-May,55.6,data (50).csv,from NOAA state CSV
Maryland,1999,199905,June-May,55.8,data (50).csv,from NOAA state CSV
Maryland,2000,200005,June-May,56.2,data (50).csv,from NOAA state CSV
Maryland,2001,200105,June-May,53.3,data (50).csv,from NOAA state CSV
Maryland,2002,200205,June-May,56.6,data (50).csv,from NOAA state CSV
Maryland,2003,200305,June-May,54.1,data (50).csv,from NOAA state CSV
Maryland,2004,200405,June-May,55.2,data (50).csv,from NOAA state CSV
Maryland,2005,200505,June-May,54.5,data (50).csv,from NOAA state CSV
Maryland,2006,200605,June-May,56.5,data (50).csv,from NOAA state CSV
Maryland,2007,200705,June-May,55.5,data (50).csv,from NOAA state CSV
Maryland,2008,200805,June-May,56.2,data (50).csv,from NOAA state CSV
Maryland,2009,200905,June-May,54.8,data (50).csv,from NOAA state CSV
Maryland,2010,201005,June-May,55.1,data (50).csv,from NOAA state CSV
Maryland,2011,201105,June-May,55.8,data (50).csv,from NOAA state CSV
Maryland,2012,201205,June-May,58.1,data (50).csv,from NOAA state CSV
Maryland,2013,201305,June-May,55.4,data (50).csv,from NOAA state CSV
Maryland,2014,201405,June-May,53.7,data (50).csv,from NOAA state CSV
Maryland,2015,201505,June-May,53.7,data (50).csv,from NOAA state CSV
Maryland,2016,201605,June-May,56.7,data (50).csv,from NOAA state CSV
Maryland,2017,201705,June-May,57.7,data (50).csv,from NOAA state CSV
Maryland,2018,201805,June-May,55.4,data (50).csv,from NOAA state CSV
Maryland,2019,201905,June-May,56.5,data (50).csv,from NOAA state CSV
Maryland,2020,202005,June-May,56.8,data (50).csv,from NOAA state CSV
Maryland,2021,202105,June-May,56.6,data (50).csv,from NOAA state CSV
Maryland,2022,202205,June-May,56.8,data (50).csv,from NOAA state CSV
Maryland,2023,202305,June-May,57,data (50).csv,from NOAA state CSV
Massachusetts,1992,199205,June-May,47.9,data (49).csv,from NOAA state CSV
Massachusetts,1993,199305,June-May,46.3,data (49).csv,from NOAA state CSV
Massachusetts,1994,199405,June-May,46.6,data (49).csv,from NOAA state CSV
Massachusetts,1995,199505,June-May,49,data (49).csv,from NOAA state CSV
Massachusetts,1996,199605,June-May,47,data (49).csv,from NOAA state CSV
Massachusetts,1997,199705,June-May,47.8,data (49).csv,from NOAA state CSV
Massachusetts,1998,199805,June-May,49.2,data (49).csv,from NOAA state CSV
Massachusetts,1999,199905,June-May,49.3,data (49).csv,from NOAA state CSV
Massachusetts,2000,200005,June-May,49.7,data (49).csv,from NOAA state CSV
Massachusetts,2001,200105,June-May,46.9,data (49).csv,from NOAA state CSV
Massachusetts,2002,200205,June-May,50.5,data (49).csv,from NOAA state CSV
Massachusetts,2003,200305,June-May,46.7,data (49).csv,from NOAA state CSV
Massachusetts,2004,200405,June-May,48.2,data (49).csv,from NOAA state CSV
Massachusetts,2005,200505,June-May,47.2,data (49).csv,from NOAA state CSV
Massachusetts,2006,200605,June-May,49.9,data (49).csv,from NOAA state CSV
Massachusetts,2007,200705,June-May,49.1,data (49).csv,from NOAA state CSV
Massachusetts,2008,200805,June-May,48.8,data (49).csv,from NOAA state CSV
Massachusetts,2009,200905,June-May,48.2,data (49).csv,from NOAA state CSV
Massachusetts,2010,201005,June-May,49.3,data (49).csv,from NOAA state CSV
Massachusetts,2011,201105,June-May,48.9,data (49).csv,from NOAA state CSV
Massachusetts,2012,201205,June-May,52,data (49).csv,from NOAA state CSV
Massachusetts,2013,201305,June-May,49.5,data (49).csv,from NOAA state CSV
Massachusetts,2014,201405,June-May,47.5,data (49).csv,from NOAA state CSV
Massachusetts,2015,201505,June-May,47.2,data (49).csv,from NOAA state CSV
Massachusetts,2016,201605,June-May,50.9,data (49).csv,from NOAA state CSV
Massachusetts,2017,201705,June-May,50.2,data (49).csv,from NOAA state CSV
Massachusetts,2018,201805,June-May,49.2,data (49).csv,from NOAA state CSV
Massachusetts,2019,201905,June-May,49,data (49).csv,from NOAA state CSV
Massachusetts,2020,202005,June-May,49.6,data (49).csv,from NOAA state CSV
Massachusetts,2021,202105,June-May,50.6,data (49).csv,from NOAA state CSV
Massachusetts,2022,202205,June-May,50.7,data (49).csv,from NOAA state CSV
Massachusetts,2023,202305,June-May,51.4,data (49).csv,from NOAA state CSV
Michigan,1992,199205,June-May,44.9,data (48).csv,from NOAA state CSV
Michigan,1993,199305,June-May,42.6,data (48).csv,from NOAA state CSV
Michigan,1994,199405,June-May,42.2,data (48).csv,from NOAA state CSV
Michigan,1995,199505,June-May,45.3,data (48).csv,from NOAA state CSV
Michigan,1996,199605,June-May,42.8,data (48).csv,from NOAA state CSV
Michigan,1997,199705,June-May,43.2,data (48).csv,from NOAA state CSV
Michigan,1998,199805,June-May,46.6,data (48).csv,from NOAA state CSV
Michigan,1999,199905,June-May,46.9,data (48).csv,from NOAA state CSV
Michigan,2000,200005,June-May,46.8,data (48).csv,from NOAA state CSV
Michigan,2001,200105,June-May,44.6,data (48).csv,from NOAA state CSV
Michigan,2002,200205,June-May,46.6,data (48).csv,from NOAA state CSV
Michigan,2003,200305,June-May,44.2,data (48).csv,from NOAA state CSV
Michigan,2004,200405,June-May,45,data (48).csv,from NOAA state CSV
Michigan,2005,200505,June-May,44.5,data (48).csv,from NOAA state CSV
Michigan,2006,200605,June-May,47.7,data (48).csv,from NOAA state CSV
Michigan,2007,200705,June-May,45.8,data (48).csv,from NOAA state CSV
Michigan,2008,200805,June-May,45.4,data (48).csv,from NOAA state CSV
Michigan,2009,200905,June-May,44,data (48).csv,from NOAA state CSV
Michigan,2010,201005,June-May,45.9,data (48).csv,from NOAA state CSV
Michigan,2011,201105,June-May,45,data (48).csv,from NOAA state CSV
Michigan,2012,201205,June-May,48.7,data (48).csv,from NOAA state CSV
Michigan,2013,201305,June-May,45.6,data (48).csv,from NOAA state CSV
Michigan,2014,201405,June-May,41.9,data (48).csv,from NOAA state CSV
Michigan,2015,201505,June-May,42.9,data (48).csv,from NOAA state CSV
Michigan,2016,201605,June-May,47.3,data (48).csv,from NOAA state CSV
Michigan,2017,201705,June-May,47.9,data (48).csv,from NOAA state CSV
Michigan,2018,201805,June-May,44.8,data (48).csv,from NOAA state CSV
Michigan,2019,201905,June-May,44.3,data (48).csv,from NOAA state CSV
Michigan,2020,202005,June-May,45.7,data (48).csv,from NOAA state CSV
Michigan,2021,202105,June-May,46.5,data (48).csv,from NOAA state CSV
Michigan,2022,202205,June-May,46.2,data (48).csv,from NOAA state CSV
Michigan,2023,202305,June-May,46.9,data (48).csv,from NOAA state CSV
Minnesota,1992,199205,June-May,42.2,data (47).csv,from NOAA state CSV
Minnesota,1993,199305,June-May,38.7,data (47).csv,from NOAA state CSV
Minnesota,1994,199405,June-May,38.4,data (47).csv,from NOAA state CSV
Minnesota,1995,199505,June-May,41.8,data (47).csv,from NOAA state CSV
Minnesota,1996,199605,June-May,38.4,data (47).csv,from NOAA state CSV
Minnesota,1997,199705,June-May,38.6,data (47).csv,from NOAA state CSV
Minnesota,1998,199805,June-May,44.4,data (47).csv,from NOAA state CSV
Minnesota,1999,199905,June-May,43.7,data (47).csv,from NOAA state CSV
Minnesota,2000,200005,June-May,44.2,data (47).csv,from NOAA state CSV
Minnesota,2001,200105,June-May,40,data (47).csv,from NOAA state CSV
Minnesota,2002,200205,June-May,43.4,data (47).csv,from NOAA state CSV
Minnesota,2003,200305,June-May,41.4,data (47).csv,from NOAA state CSV
Minnesota,2004,200405,June-May,41.9,data (47).csv,from NOAA state CSV
Minnesota,2005,200505,June-May,41.9,data (47).csv,from NOAA state CSV
Minnesota,2006,200605,June-May,44.5,data (47).csv,from NOAA state CSV
Minnesota,2007,200705,June-May,42.9,data (47).csv,from NOAA state CSV
Minnesota,2008,200805,June-May,40.6,data (47).csv,from NOAA state CSV
Minnesota,2009,200905,June-May,39.9,data (47).csv,from NOAA state CSV
Minnesota,2010,201005,June-May,42.2,data (47).csv,from NOAA state CSV
Minnesota,2011,201105,June-May,40.6,data (47).csv,from NOAA state CSV
Minnesota,2012,201205,June-May,46.1,data (47).csv,from NOAA state CSV
Minnesota,2013,201305,June-May,40.7,data (47).csv,from NOAA state CSV
Minnesota,2014,201405,June-May,38.2,data (47).csv,from NOAA state CSV
Minnesota,2015,201505,June-May,41.2,data (47).csv,from NOAA state CSV
Minnesota,2016,201605,June-May,45,data (47).csv,from NOAA state CSV
Minnesota,2017,201705,June-May,44.3,data (47).csv,from NOAA state CSV
Minnesota,2018,201805,June-May,40.6,data (47).csv,from NOAA state CSV
Minnesota,2019,201905,June-May,39.4,data (47).csv,from NOAA state CSV
Minnesota,2020,202005,June-May,41.4,data (47).csv,from NOAA state CSV
Minnesota,2021,202105,June-May,42.9,data (47).csv,from NOAA state CSV
Minnesota,2022,202205,June-May,41.8,data (47).csv,from NOAA state CSV
Minnesota,2023,202305,June-May,41.7,data (47).csv,from NOAA state CSV
Mississippi,1992,199205,June-May,63.7,data (46).csv,from NOAA state CSV
Mississippi,1993,199305,June-May,62.1,data (46).csv,from NOAA state CSV
Mississippi,1994,199405,June-May,63.2,data (46).csv,from NOAA state CSV
Mississippi,1995,199505,June-May,64.2,data (46).csv,from NOAA state CSV
Mississippi,1996,199605,June-May,62.7,data (46).csv,from NOAA state CSV
Mississippi,1997,199705,June-May,63.5,data (46).csv,from NOAA state CSV
Mississippi,1998,199805,June-May,63.4,data (46).csv,from NOAA state CSV
Mississippi,1999,199905,June-May,66.4,data (46).csv,from NOAA state CSV
Mississippi,2000,200005,June-May,65,data (46).csv,from NOAA state CSV
